Date,Channel,Visitors,Leads,Customers,Revenue,MarketingSpend
2024-03-24,Organic Search,744,88,13,1574.656478402764,0.0
2024-03-24,Paid Ads,2411,506,32,4406.339045754854,4116.445358447063
2024-03-24,Social Media,1926,97,14,1613.3257667702933,3359.121186777209
2024-03-24,Email Referral,565,147,52,5450.989622508146,0.0
2024-03-24,Direct,842,94,17,2098.45277064483,0.0
2024-03-25,Organic Search,1359,124,20,2743.1931987316034,0.0
2024-03-25,Paid Ads,1853,284,27,3601.536322355649,2575.3593541134746
2024-03-25,Social Media,1768,130,13,1947.0343855243516,3153.3060408571546
2024-03-25,Email Referral,483,145,37,4808.1102401278395,0.0
2024-03-25,Direct,939,132,31,3986.2471456749,0.0
2024-03-26,Organic Search,1328,133,22,2548.6412465702315,0.0
2024-03-26,Paid Ads,3089,593,56,7299.850820412511,4469.66354725173
2024-03-26,Social Media,1694,114,15,1884.272833159343,1111.8352239360115
2024-03-26,Email Referral,474,149,58,7956.422356912024,0.0
2024-03-26,Direct,539,67,15,1553.19916210033,0.0
2024-03-27,Organic Search,1051,103,15,1605.0180731649882,0.0
2024-03-27,Paid Ads,1971,333,32,3971.265692979332,1565.2628877110587
2024-03-27,Social Media,1348,75,9,903.4488146921514,1116.9571320039565
2024-03-27,Email Referral,576,146,38,5324.912791201645,0.0
2024-03-27,Direct,972,111,27,3235.9703056702087,0.0
2024-03-28,Organic Search,1746,145,26,2747.9899115195817,0.0
2024-03-28,Paid Ads,2541,536,40,5985.63367799814,1771.670780491157
2024-03-28,Social Media,1151,67,8,964.4084301062182,2142.490395913892
2024-03-28,Email Referral,577,162,60,8463.594847650678,0.0
2024-03-28,Direct,1129,112,25,2563.919226802626,0.0
2024-03-29,Organic Search,1522,128,21,2579.048334403319,0.0
2024-03-29,Paid Ads,2858,502,28,3851.6492669317854,1733.4098578540663
2024-03-29,Social Media,1732,135,18,2125.7279917540786,2408.3307355597826
2024-03-29,Email Referral,434,108,37,4833.260916437916,0.0
2024-03-29,Direct,957,101,24,2479.73261322693,0.0
2024-03-30,Organic Search,1327,134,21,2112.291941267449,0.0
2024-03-30,Paid Ads,1821,335,26,2759.904283660869,2436.431705904337
2024-03-30,Social Media,1606,96,13,1849.6428359434394,2471.2152194461637
2024-03-30,Email Referral,684,189,55,6727.6536701043515,0.0
2024-03-30,Direct,788,110,26,3714.831038959669,0.0
2024-03-31,Organic Search,1173,108,19,2252.6138022657465,0.0
2024-03-31,Paid Ads,2824,542,46,5461.471640146279,2118.819814395917
2024-03-31,Social Media,1468,112,13,1316.541043938738,2156.1008946028383
2024-03-31,Email Referral,478,149,44,5301.18356876951,0.0
2024-03-31,Direct,1066,138,28,3105.0495759569862,0.0
2024-04-01,Organic Search,963,115,19,2553.8605239912254,0.0
2024-04-01,Paid Ads,2481,376,28,3337.88939818012,1385.6236607975334
2024-04-01,Social Media,1456,74,8,809.3408385312744,2379.570532867186
2024-04-01,Email Referral,319,108,28,3239.553404328294,0.0
2024-04-01,Direct,846,122,27,3816.054935651008,0.0
2024-04-02,Organic Search,1178,112,18,2287.2668466128266,0.0
2024-04-02,Paid Ads,2679,430,33,4557.137990798035,4689.522372046188
2024-04-02,Social Media,1259,72,7,819.8567925921496,1139.8627665889842
2024-04-02,Email Referral,445,154,51,6580.1923825339245,0.0
2024-04-02,Direct,874,114,24,2882.134560785189,0.0
2024-04-03,Organic Search,978,117,22,2885.7465539753844,0.0
2024-04-03,Paid Ads,3284,538,37,4579.760169350629,4316.939100575449
2024-04-03,Social Media,2138,121,17,2313.8217501375198,2779.5709184505176
2024-04-03,Email Referral,463,152,44,6476.892606415875,0.0
2024-04-03,Direct,942,101,21,3130.0367470708193,0.0
2024-04-04,Organic Search,1425,147,24,2742.9402666310443,0.0
2024-04-04,Paid Ads,2479,407,35,4394.732058851315,3070.212297384395
2024-04-04,Social Media,2116,168,20,2764.5277946547176,2878.380891919989
2024-04-04,Email Referral,522,180,50,7134.904917388556,0.0
2024-04-04,Direct,1074,155,28,4036.8506681804847,0.0
2024-04-05,Organic Search,1159,113,19,2495.2628855385497,0.0
2024-04-05,Paid Ads,3282,658,55,6323.337868022124,3406.9565316279572
2024-04-05,Social Media,1727,128,14,2070.213613326667,886.4603400864412
2024-04-05,Email Referral,446,112,40,5480.952263907038,0.0
2024-04-05,Direct,1028,110,25,3461.1534776345516,0.0
2024-04-06,Organic Search,1437,163,29,3028.4768352560345,0.0
2024-04-06,Paid Ads,2783,512,27,3249.593760319597,1667.0580943634386
2024-04-06,Social Media,1562,115,16,2364.092165833361,2005.396972245994
2024-04-06,Email Referral,469,131,34,4750.676425634273,0.0
2024-04-06,Direct,873,90,18,2065.761444643149,0.0
2024-04-07,Organic Search,1216,108,17,2382.960331802352,0.0
2024-04-07,Paid Ads,2438,520,34,3784.2492962871997,3561.2208862370617
2024-04-07,Social Media,2010,159,20,2647.8174459905285,1375.6058455731436
2024-04-07,Email Referral,500,147,49,5075.850725254957,0.0
2024-04-07,Direct,1050,140,27,3663.8360538838965,0.0
2024-04-08,Organic Search,1295,132,23,2464.3073555403234,0.0
2024-04-08,Paid Ads,2702,551,35,3997.479662623154,1893.406355237756
2024-04-08,Social Media,1642,118,13,1632.2339405041994,936.3962507034865
2024-04-08,Email Referral,515,142,50,7098.346230890006,0.0
2024-04-08,Direct,771,81,16,1816.3146291076205,0.0
2024-04-09,Organic Search,1425,162,26,3625.6122133088097,0.0
2024-04-09,Paid Ads,2436,520,35,3656.2566679197525,3728.3683998028487
2024-04-09,Social Media,2083,135,16,2163.085673307465,1055.1330360223908
2024-04-09,Email Referral,552,174,68,10032.62720628655,0.0
2024-04-09,Direct,777,104,20,2105.3649222508566,0.0
2024-04-10,Organic Search,1323,108,18,2661.1198339358575,0.0
2024-04-10,Paid Ads,2981,551,39,4307.321311810069,3139.1741145219316
2024-04-10,Social Media,1647,120,14,1995.2436007839265,1347.2313121330346
2024-04-10,Email Referral,485,153,49,5428.564663982313,0.0
2024-04-10,Direct,1045,119,22,2916.8037365250043,0.0
2024-04-11,Organic Search,1520,166,27,3570.5240154301237,0.0
2024-04-11,Paid Ads,3119,511,48,5682.686370614767,1831.2831978079164
2024-04-11,Social Media,1571,83,10,1417.7401128710972,820.1249703653988
2024-04-11,Email Referral,347,87,23,2866.7942721145637,0.0
2024-04-11,Direct,729,87,18,2335.6185074151135,0.0
2024-04-12,Organic Search,1196,141,24,3213.050720950744,0.0
2024-04-12,Paid Ads,2394,411,36,4538.33288577745,4701.865639395656
2024-04-12,Social Media,2001,107,12,1375.9851664683388,3321.0853345668925
2024-04-12,Email Referral,559,168,50,5003.38406428867,0.0
2024-04-12,Direct,1048,155,37,3743.6506845942286,0.0
2024-04-13,Organic Search,929,107,20,2780.376123570981,0.0
2024-04-13,Paid Ads,1590,272,14,1572.6225444846173,1949.5238112588306
2024-04-13,Social Media,1519,110,13,1922.5633706423325,2907.497361055935
2024-04-13,Email Referral,553,142,43,4721.0411308886805,0.0
2024-04-13,Direct,907,97,21,2920.38794853467,0.0
2024-04-14,Organic Search,977,109,19,2268.7574208206456,0.0
2024-04-14,Paid Ads,2598,512,32,4667.977349011184,2431.0960586015253
2024-04-14,Social Media,2096,149,15,1505.8811930789375,3031.61810848049
2024-04-14,Email Referral,492,145,39,4932.836461693959,0.0
2024-04-14,Direct,900,120,22,2502.174196552681,0.0
2024-04-15,Organic Search,874,98,16,2037.261713625836,0.0
2024-04-15,Paid Ads,2274,367,26,2664.9727372575826,4014.6890040807707
2024-04-15,Social Media,1775,140,19,2129.8782738011932,3445.1693223038947
2024-04-15,Email Referral,504,139,43,4457.125358358082,0.0
2024-04-15,Direct,949,124,30,3285.1614746755918,0.0
2024-04-16,Organic Search,1285,141,22,2724.590117114767,0.0
2024-04-16,Paid Ads,2507,502,31,4133.230742522261,1865.3323865921122
2024-04-16,Social Media,2245,145,14,1649.9205407790087,4241.458525444026
2024-04-16,Email Referral,535,145,50,5804.174974148871,0.0
2024-04-16,Direct,970,101,21,2130.6282518275275,0.0
2024-04-17,Organic Search,1342,133,24,2542.203148317782,0.0
2024-04-17,Paid Ads,2196,470,46,6350.318224039403,2322.4590747293187
2024-04-17,Social Media,1330,82,11,1623.0107269764014,1816.35955914645
2024-04-17,Email Referral,619,170,56,7438.567006382053,0.0
2024-04-17,Direct,811,90,17,2480.5032236741217,0.0
2024-04-18,Organic Search,1202,106,16,1628.815054633141,0.0
2024-04-18,Paid Ads,2118,343,32,4720.734672920473,2906.8140248266677
2024-04-18,Social Media,2392,156,21,2470.7029111803176,4404.010357489304
2024-04-18,Email Referral,343,118,45,6255.822381765484,0.0
2024-04-18,Direct,845,93,20,2186.1358977533478,0.0
2024-04-19,Organic Search,505,47,9,993.1841141448849,0.0
2024-04-19,Paid Ads,2504,447,40,4664.382066231209,3857.229423871575
2024-04-19,Social Media,2012,147,19,2732.0889293412038,2632.9873601572745
2024-04-19,Email Referral,442,112,30,3000.017452133049,0.0
2024-04-19,Direct,650,78,16,1643.7075360007777,0.0
2024-04-20,Organic Search,982,87,13,1774.0741161571975,0.0
2024-04-20,Paid Ads,2065,449,27,3701.5600413942657,3660.4976117329
2024-04-20,Social Media,1282,76,10,1090.8069838783013,1354.3195586873824
2024-04-20,Email Referral,432,146,54,7436.470301141619,0.0
2024-04-20,Direct,1118,148,27,3435.070894790218,0.0
2024-04-21,Organic Search,855,92,14,1946.4422021978899,0.0
2024-04-21,Paid Ads,2727,417,26,2985.52788586771,4285.852043133416
2024-04-21,Social Media,1831,133,13,1630.7788611341864,1929.7296353969837
2024-04-21,Email Referral,608,180,69,9414.984662712566,0.0
2024-04-21,Direct,1049,150,29,4070.2528106067193,0.0
2024-04-22,Organic Search,1088,101,20,2856.537223747927,0.0
2024-04-22,Paid Ads,2059,409,35,5157.408667439909,2562.195158277174
2024-04-22,Social Media,1472,108,14,1417.6353897714605,2588.5060996013676
2024-04-22,Email Referral,461,115,40,4875.322656296406,0.0
2024-04-22,Direct,1016,143,31,4598.9046766470265,0.0
2024-04-23,Organic Search,999,81,14,1902.9177631257849,0.0
2024-04-23,Paid Ads,2404,495,38,4050.258554300278,4322.256506625538
2024-04-23,Social Media,1880,102,11,1579.27771880497,2837.0224436690924
2024-04-23,Email Referral,435,135,45,6538.695886082836,0.0
2024-04-23,Direct,1015,102,23,2359.6111689876884,0.0
2024-04-24,Organic Search,844,77,12,1572.775469429766,0.0
2024-04-24,Paid Ads,2663,461,39,4033.288740604419,4462.228690802766
2024-04-24,Social Media,1639,115,13,1543.048680558329,3141.426840553945
2024-04-24,Email Referral,329,103,36,3958.185850126986,0.0
2024-04-24,Direct,1128,118,23,2617.7669747357318,0.0
2024-04-25,Organic Search,1101,107,21,2170.877674018013,0.0
2024-04-25,Paid Ads,1968,428,23,3148.567732559797,3063.8446715370183
2024-04-25,Social Media,1823,114,13,1471.7795710531157,1472.9829208937442
2024-04-25,Email Referral,325,90,31,4035.637660867031,0.0
2024-04-25,Direct,880,91,16,2361.138576676453,0.0
2024-04-26,Organic Search,1090,113,20,2648.5048201186883,0.0
2024-04-26,Paid Ads,2391,403,20,2250.8930456911025,3620.0682821004616
2024-04-26,Social Media,2045,121,13,1862.9621618475994,3926.605713472516
2024-04-26,Email Referral,653,170,46,6294.031025170023,0.0
2024-04-26,Direct,867,112,25,3350.139856808715,0.0
2024-04-27,Organic Search,1255,120,18,2324.633451123837,0.0
2024-04-27,Paid Ads,2369,514,35,3829.9460600611897,3574.0883797319398
2024-04-27,Social Media,1312,104,10,1216.791396316307,838.2869506450905
2024-04-27,Email Referral,531,155,44,5991.585199270003,0.0
2024-04-27,Direct,928,93,20,2613.291684887379,0.0
2024-04-28,Organic Search,941,102,15,1649.4527523501006,0.0
2024-04-28,Paid Ads,2775,586,50,5620.940650924501,2279.9669854590475
2024-04-28,Social Media,1525,79,9,1173.0292761228466,2301.6939419181076
2024-04-28,Email Referral,416,107,42,5890.6896688408915,0.0
2024-04-28,Direct,689,90,20,2737.9173933540255,0.0
2024-04-29,Organic Search,1241,125,19,2252.5572915086213,0.0
2024-04-29,Paid Ads,2561,480,30,4343.019133729754,3840.7177970743396
2024-04-29,Social Media,2029,149,18,2023.5452478688867,3161.57003696779
2024-04-29,Email Referral,338,106,41,5790.723636561365,0.0
2024-04-29,Direct,594,68,14,1415.3393301425062,0.0
2024-04-30,Organic Search,1205,99,17,2488.0440345296633,0.0
2024-04-30,Paid Ads,1732,272,23,3053.4497717029885,1542.094681565626
2024-04-30,Social Media,1716,89,9,1296.7607753295788,2953.5595147116505
2024-04-30,Email Referral,472,150,39,4504.123406878814,0.0
2024-04-30,Direct,914,115,23,2706.8575325469014,0.0
2024-05-01,Organic Search,868,98,18,2077.016248512671,0.0
2024-05-01,Paid Ads,2041,378,36,3784.6223326504614,2222.8451705254406
2024-05-01,Social Media,1390,92,11,1572.3492241424851,2106.421532548406
2024-05-01,Email Referral,517,167,52,5616.950055911332,0.0
2024-05-01,Direct,924,123,23,3098.0420290866805,0.0
2024-05-02,Organic Search,1116,96,14,1903.117732497471,0.0
2024-05-02,Paid Ads,2381,479,36,3750.3978075192417,1258.8191036307708
2024-05-02,Social Media,1587,84,9,1173.4887073930436,1377.5611838726654
2024-05-02,Email Referral,374,95,29,3218.353188683213,0.0
2024-05-02,Direct,916,117,24,2914.733200116173,0.0
2024-05-03,Organic Search,1289,131,24,3242.5753154181957,0.0
2024-05-03,Paid Ads,2500,447,41,5191.633336152762,1682.7299081709402
2024-05-03,Social Media,1410,96,10,1071.4209824071659,2168.73576345654
2024-05-03,Email Referral,452,153,42,5080.470488448646,0.0
2024-05-03,Direct,707,71,16,1655.2367250516797,0.0
2024-05-04,Organic Search,1724,181,33,3717.89943281248,0.0
2024-05-04,Paid Ads,2055,309,26,3686.953014169423,3559.42962864139
2024-05-04,Social Media,1784,107,14,1528.4095374824042,3179.910476346505
2024-05-04,Email Referral,622,210,67,7999.217401221719,0.0
2024-05-04,Direct,858,109,27,2789.862382684201,0.0
2024-05-05,Organic Search,1388,147,22,2613.015821313151,0.0
2024-05-05,Paid Ads,2382,523,40,4440.222651809507,2443.409869004456
2024-05-05,Social Media,2203,134,13,1601.7550378304961,3489.78690227313
2024-05-05,Email Referral,628,157,44,5464.776609995443,0.0
2024-05-05,Direct,1045,104,24,3327.371487948405,0.0
2024-05-06,Organic Search,1053,116,20,2781.9599771579587,0.0
2024-05-06,Paid Ads,2532,513,46,4922.746391845085,3815.0560838960573
2024-05-06,Social Media,2221,122,13,1787.4855689938463,4136.263210105126
2024-05-06,Email Referral,569,185,62,8956.29656421403,0.0
2024-05-06,Direct,1179,127,27,3667.1361011434337,0.0
2024-05-07,Organic Search,1421,129,20,2313.826808224416,0.0
2024-05-07,Paid Ads,2196,394,37,4047.6527045083476,1351.5446789405992
2024-05-07,Social Media,1593,112,13,1728.6819996165007,2699.1189460686
2024-05-07,Email Referral,592,163,63,7322.212170552327,0.0
2024-05-07,Direct,735,83,16,2155.7127671149824,0.0
2024-05-08,Organic Search,1292,117,21,2955.6867149675663,0.0
2024-05-08,Paid Ads,1953,399,35,3654.673657222908,3024.070593053796
2024-05-08,Social Media,1497,76,8,1151.674309040499,1295.0472521672102
2024-05-08,Email Referral,303,92,23,2671.481447617208,0.0
2024-05-08,Direct,1000,149,35,4978.524858571651,0.0
2024-05-09,Organic Search,1141,102,18,1860.530322570631,0.0
2024-05-09,Paid Ads,2964,611,56,6276.19015871923,1661.3997762182248
2024-05-09,Social Media,1556,96,10,1180.2134135707431,2607.2450780096015
2024-05-09,Email Referral,318,100,28,3870.0947410109984,0.0
2024-05-09,Direct,996,130,30,3058.4070250314985,0.0
2024-05-10,Organic Search,1277,130,23,3294.098233898618,0.0
2024-05-10,Paid Ads,2936,561,44,6064.806367550849,3415.8619192067995
2024-05-10,Social Media,1554,88,11,1611.0267360085045,1573.981203263898
2024-05-10,Email Referral,653,197,55,8198.074246636823,0.0
2024-05-10,Direct,1067,144,31,3182.6893953327917,0.0
2024-05-11,Organic Search,1309,128,23,3079.1613559662374,0.0
2024-05-11,Paid Ads,2723,440,33,4450.274079721486,4010.8658189222274
2024-05-11,Social Media,1751,102,10,1299.6510580697188,1346.5785610246915
2024-05-11,Email Referral,460,145,54,5451.691143591459,0.0
2024-05-11,Direct,1172,162,36,4859.351225319819,0.0
2024-05-12,Organic Search,1282,151,26,3235.0443224578767,0.0
2024-05-12,Paid Ads,2685,478,27,3073.966907840071,5053.066005437759
2024-05-12,Social Media,2326,141,14,1696.3346009072382,1458.0486041812628
2024-05-12,Email Referral,657,204,77,10237.324829009096,0.0
2024-05-12,Direct,964,139,26,3558.65391150188,0.0
2024-05-13,Organic Search,1131,103,19,2847.3760049084226,0.0
2024-05-13,Paid Ads,2615,477,44,5137.613910172251,1570.372369329121
2024-05-13,Social Media,1822,144,20,2937.9652314338946,1143.5878275653733
2024-05-13,Email Referral,433,117,33,3743.1275762985106,0.0
2024-05-13,Direct,873,91,17,1825.1842290192772,0.0
2024-05-14,Organic Search,1187,108,20,2326.253918041147,0.0
2024-05-14,Paid Ads,2691,460,28,3159.0482854234724,2779.7481647148475
2024-05-14,Social Media,1663,93,13,1522.719345239639,2988.3916805751305
2024-05-14,Email Referral,518,137,35,4029.234144737439,0.0
2024-05-14,Direct,1102,117,25,3131.88595048733,0.0
2024-05-15,Organic Search,1256,107,19,2159.9583969677333,0.0
2024-05-15,Paid Ads,2161,393,25,2571.2234087467104,2437.4154816477662
2024-05-15,Social Media,1792,114,15,2000.409252895636,2984.70847983192
2024-05-15,Email Referral,458,139,52,7512.750208713784,0.0
2024-05-15,Direct,1020,120,23,2862.801418017577,0.0
2024-05-16,Organic Search,1189,118,22,2597.544156973905,0.0
2024-05-16,Paid Ads,3181,668,46,5644.176795759307,5228.515663317135
2024-05-16,Social Media,1726,135,14,1805.5201266633565,2130.637732248084
2024-05-16,Email Referral,470,147,41,4862.9551732561395,0.0
2024-05-16,Direct,766,98,18,2050.778756803533,0.0
2024-05-17,Organic Search,1280,113,17,2401.854308826567,0.0
2024-05-17,Paid Ads,2652,577,45,5342.733547604058,4499.378943599195
2024-05-17,Social Media,1742,106,11,1564.8164683228192,2950.755649605972
2024-05-17,Email Referral,551,149,42,4724.304800754483,0.0
2024-05-17,Direct,753,85,15,2153.001775594138,0.0
2024-05-18,Organic Search,1306,143,22,2704.155954046333,0.0
2024-05-18,Paid Ads,2991,522,28,4089.03551047969,1675.2252376209408
2024-05-18,Social Media,1519,86,12,1479.7796477638913,2492.471601334361
2024-05-18,Email Referral,433,114,36,4674.439242983981,0.0
2024-05-18,Direct,1075,116,21,2314.6707910874866,0.0
2024-05-19,Organic Search,1126,105,18,2353.6162264870795,0.0
2024-05-19,Paid Ads,2508,464,24,3061.3919542996464,2902.427943040272
2024-05-19,Social Media,2066,155,16,1959.2310143441007,1768.946047375246
2024-05-19,Email Referral,524,145,40,5602.891552445908,0.0
2024-05-19,Direct,765,91,21,2231.7606116391084,0.0
2024-05-20,Organic Search,1053,112,19,2782.687481351103,0.0
2024-05-20,Paid Ads,2803,496,26,3674.9161292645786,3607.7509885474915
2024-05-20,Social Media,1584,95,9,1200.540558015366,3009.2952885161117
2024-05-20,Email Referral,574,158,53,6141.506705682609,0.0
2024-05-20,Direct,949,108,21,3111.52833646834,0.0
2024-05-21,Organic Search,1306,105,19,2570.933854427499,0.0
2024-05-21,Paid Ads,2064,321,23,2694.8947075042906,3615.8342626314234
2024-05-21,Social Media,1416,110,12,1757.1783372692364,839.2811705039089
2024-05-21,Email Referral,390,135,42,4717.983093191354,0.0
2024-05-21,Direct,944,116,26,3576.530278040256,0.0
2024-05-22,Organic Search,1293,150,28,3859.8673605780755,0.0
2024-05-22,Paid Ads,3108,478,24,3196.2283126961424,3471.0026931704288
2024-05-22,Social Media,2079,159,23,3094.7141846501513,1886.5880758041217
2024-05-22,Email Referral,476,128,35,4252.425834614688,0.0
2024-05-22,Direct,934,106,22,2529.936276754725,0.0
2024-05-23,Organic Search,1542,160,27,2921.9474642564865,0.0
2024-05-23,Paid Ads,2549,543,36,4785.590438891581,4836.300214862301
2024-05-23,Social Media,1497,111,14,2028.8705266088245,1645.6194307899623
2024-05-23,Email Referral,546,142,47,4978.9663744464115,0.0
2024-05-23,Direct,975,145,28,2894.1278521267855,0.0
2024-05-24,Organic Search,1503,122,22,2785.5210635466,0.0
2024-05-24,Paid Ads,2740,430,25,2870.4470168916105,5226.477644756909
2024-05-24,Social Media,1227,63,6,737.3786983302084,1030.4130527194527
2024-05-24,Email Referral,413,128,36,4246.575744568842,0.0
2024-05-24,Direct,964,119,24,2835.071755870914,0.0
2024-05-25,Organic Search,1286,144,23,2540.4182797628728,0.0
2024-05-25,Paid Ads,2472,454,41,4881.032111020219,4233.568479817806
2024-05-25,Social Media,1544,115,13,1497.1358290520338,2931.7970984191265
2024-05-25,Email Referral,533,134,43,4646.620445746514,0.0
2024-05-25,Direct,1193,158,39,4996.268181575824,0.0
2024-05-26,Organic Search,1131,109,16,2090.2366684292083,0.0
2024-05-26,Paid Ads,2568,553,45,5297.998961216436,3405.15533760616
2024-05-26,Social Media,2147,159,20,2255.336373763244,1414.468241805383
2024-05-26,Email Referral,466,133,41,5449.227639810026,0.0
2024-05-26,Direct,875,95,18,2544.5719347635213,0.0
2024-05-27,Organic Search,1064,86,14,1517.7425590365629,0.0
2024-05-27,Paid Ads,2561,425,31,4585.082913825123,2127.343325308777
2024-05-27,Social Media,2105,161,23,3030.7265103911964,3041.1587163775894
2024-05-27,Email Referral,646,195,68,9287.087977746673,0.0
2024-05-27,Direct,815,115,21,2974.5762013529393,0.0
2024-05-28,Organic Search,1440,140,23,3352.3198423948056,0.0
2024-05-28,Paid Ads,2556,428,39,4902.486112974957,2460.6673912306815
2024-05-28,Social Media,1254,64,7,1042.4241754698999,2443.570501670945
2024-05-28,Email Referral,575,166,59,7879.724813403629,0.0
2024-05-28,Direct,1102,124,30,3038.654398146527,0.0
2024-05-29,Organic Search,1105,115,21,2822.447834927835,0.0
2024-05-29,Paid Ads,2677,443,28,3384.070785990407,1981.8859007211609
2024-05-29,Social Media,1454,80,9,1304.084091081505,910.4824313877139
2024-05-29,Email Referral,415,104,36,3893.4344048667954,0.0
2024-05-29,Direct,866,96,17,2409.705124840243,0.0
2024-05-30,Organic Search,1298,151,25,2563.2780903363428,0.0
2024-05-30,Paid Ads,2356,359,28,2840.1133986087166,3239.213954432576
2024-05-30,Social Media,1773,119,14,1780.9390637525914,1618.4986019679236
2024-05-30,Email Referral,496,159,46,5461.860532166966,0.0
2024-05-30,Direct,805,97,23,3226.4961261678427,0.0
2024-05-31,Organic Search,1213,107,17,2394.709515381251,0.0
2024-05-31,Paid Ads,1705,359,19,2614.8449207071694,983.6840187694588
2024-05-31,Social Media,1616,104,12,1436.7433891913543,2092.5759827188845
2024-05-31,Email Referral,525,173,62,6662.673356198569,0.0
2024-05-31,Direct,722,81,16,1926.764465126786,0.0
2024-06-01,Organic Search,1122,91,15,2022.8727691034853,0.0
2024-06-01,Paid Ads,2563,419,34,4906.346384982978,4724.979990733007
2024-06-01,Social Media,1499,93,10,1413.032342274143,2262.9476563538715
2024-06-01,Email Referral,424,140,43,5886.594536904823,0.0
2024-06-01,Direct,1110,126,23,3441.469064810928,0.0
2024-06-02,Organic Search,971,83,16,2381.8239460531577,0.0
2024-06-02,Paid Ads,2742,522,48,5922.434909963706,3918.550944004423
2024-06-02,Social Media,2134,133,16,2051.3854533476288,3789.689064176386
2024-06-02,Email Referral,592,180,66,9300.655401772467,0.0
2024-06-02,Direct,981,100,24,3590.355296686372,0.0
2024-06-03,Organic Search,1009,111,18,2579.006144854983,0.0
2024-06-03,Paid Ads,2229,350,19,2540.1469533565046,3946.0674348782036
2024-06-03,Social Media,2155,146,19,2446.591214472644,2464.444108770868
2024-06-03,Email Referral,382,106,38,5115.473181693387,0.0
2024-06-03,Direct,992,136,26,2677.9262911197006,0.0
2024-06-04,Organic Search,936,79,14,1994.6124843580149,0.0
2024-06-04,Paid Ads,2385,512,34,3423.260105093158,1484.4194208173092
2024-06-04,Social Media,1165,67,6,727.9195070404868,1540.3837417672187
2024-06-04,Email Referral,445,140,55,7948.556882351982,0.0
2024-06-04,Direct,769,99,21,2625.2924619681485,0.0
2024-06-05,Organic Search,866,101,17,1821.789239897245,0.0
2024-06-05,Paid Ads,2923,584,37,4990.9906531845645,5408.707995565477
2024-06-05,Social Media,1991,140,20,2001.1120941961874,1807.6922916427204
2024-06-05,Email Referral,605,164,57,7391.364940708462,0.0
2024-06-05,Direct,1074,137,27,2881.6779605905454,0.0
2024-06-06,Organic Search,950,79,15,2188.7981565611685,0.0
2024-06-06,Paid Ads,2195,391,33,3495.060726780296,1097.6011417984214
2024-06-06,Social Media,1886,134,15,1509.673102342144,2471.507021728283
2024-06-06,Email Referral,560,144,47,6126.767910076405,0.0
2024-06-06,Direct,1314,156,30,3142.4479128425646,0.0
2024-06-07,Organic Search,1074,93,18,2199.693201215957,0.0
2024-06-07,Paid Ads,2384,446,41,5294.564621156597,4097.406384053958
2024-06-07,Social Media,1437,89,11,1273.381689057198,1005.6339914765032
2024-06-07,Email Referral,392,122,32,4309.475404890094,0.0
2024-06-07,Direct,1055,151,32,4368.398703247314,0.0
2024-06-08,Organic Search,1363,142,22,2228.258609356349,0.0
2024-06-08,Paid Ads,2316,447,41,4357.377069291878,4505.129337525814
2024-06-08,Social Media,1278,68,8,1016.5497683629753,803.9236450321521
2024-06-08,Email Referral,618,168,58,5920.578983555122,0.0
2024-06-08,Direct,1241,155,35,3941.545872371952,0.0
2024-06-09,Organic Search,1382,160,30,3874.6953286493754,0.0
2024-06-09,Paid Ads,1881,378,25,3082.7269889094464,1476.4048090150081
2024-06-09,Social Media,1950,118,17,1968.4071785620715,1141.3780884996163
2024-06-09,Email Referral,679,221,78,10435.085318607584,0.0
2024-06-09,Direct,1113,136,28,4108.621881683622,0.0
2024-06-10,Organic Search,1084,97,15,1938.4073349445935,0.0
2024-06-10,Paid Ads,2464,380,25,2702.403758290267,3664.345797936795
2024-06-10,Social Media,1901,151,18,2160.63375015102,1278.8393276939162
2024-06-10,Email Referral,478,138,48,6355.76032513883,0.0
2024-06-10,Direct,1043,107,25,3675.6299410992533,0.0
2024-06-11,Organic Search,1280,110,19,2471.716397248175,0.0
2024-06-11,Paid Ads,2552,486,34,3615.600838335712,2775.590100752401
2024-06-11,Social Media,1951,109,11,1427.376352995671,3527.1535738373996
2024-06-11,Email Referral,427,131,39,4953.543841715471,0.0
2024-06-11,Direct,918,133,27,3100.03983256473,0.0
2024-06-12,Organic Search,1041,89,14,1702.9400390392732,0.0
2024-06-12,Paid Ads,2197,474,41,5798.299275424931,1362.7554570743193
2024-06-12,Social Media,1851,119,15,2087.6021700369506,1694.782771829254
2024-06-12,Email Referral,555,140,43,5548.3872357057135,0.0
2024-06-12,Direct,777,114,25,3101.5974390240463,0.0
2024-06-13,Organic Search,1065,103,18,2142.8566605211277,0.0
2024-06-13,Paid Ads,2338,359,28,3336.5015123261524,1927.6790511513104
2024-06-13,Social Media,1617,120,16,1882.4823111507117,2748.3745504632475
2024-06-13,Email Referral,492,150,56,7796.335324995833,0.0
2024-06-13,Direct,671,99,21,2735.3439944675656,0.0
2024-06-14,Organic Search,1549,137,24,3085.929179379533,0.0
2024-06-14,Paid Ads,3060,571,35,3640.185021566804,3558.016705040972
2024-06-14,Social Media,1966,107,11,1312.6888813741878,1133.8419563745526
2024-06-14,Email Referral,528,157,48,5148.7840618092105,0.0
2024-06-14,Direct,525,65,11,1139.1356233828503,0.0
2024-06-15,Organic Search,1539,177,31,4587.676081627518,0.0
2024-06-15,Paid Ads,3258,499,27,2950.1237479502793,4274.187032171981
